Message ID;Content_en;Content_de;Content_it;Content_nl;info;MPAM;weekly;daily;difficulty;purpose;activity;category;Video_it;Video_nl
1111;Remember that using equipment exclusively is not the only way to do strength training. Free exercises often require more concentration, coordination and often require a higher number of muscles at the same time. Therefore, also use your own body as a training device.;Denke daran, dass die ausschließliche Nutzung von Geräten nicht die einzige Möglichkeit beim Krafttraining darstellt. Freie Übungen erfordern oft mehr Konzentration, Koordination und beanspruchen oftmals eine höhere Anzahl an Muskeln gleichzeitig. Nutze also auch deinen eigenen Körper als Trainingsgerät.;Ricorda che usare l'attrezzatura non è l'unico modo per fare allenamento muscolare. Gli esercizi liberi richiedono spesso maggiore concentrazione, coordinazione e l'utilizzo di un numero più elevato di muscoli contemporaneamente. Pertanto, utilizza anche il tuo corpo come dispositivo di allenamento.;Onthoud dat het gebruik van uitsluitend apparatuur niet de enige manier is om krachttraining te doen. Vrije oefeningen vereisen vaak meer concentratie, coördinatie en het gebruik van meer spieren tegelijk. Gebruik daarom ook je eigen lichaam als trainingsapparaat.;;0;;;;;strength;bullet point;;
1112;Continuity, recovery and an increase in difficulty are essential to make progress in strength training.;Kontinuität, Erholung und eine Steigerung der Schwierigkeit sind essenziel, um Fortschritte im Krafttraining zu erzielen.;Continuità, recupero e aumento graduale delle difficoltà sono essenziali per fare progressi nell'allenamento muscolare.;Continuïteit, herstel en toenemende moeilijkheid zijn essentieel om vooruitgang te boeken bij krachttraining.;;0;;;;;strength;bullet point;;
1113;None with appropriately professional instructions;Keine bei entsprechend professioneller Anleitung;Nessuno con istruzioni adeguatamente professionali;Doe niks zonder de juiste professionele begeleiding;;0;;;;;strength;contraindication;;
1114;Sorry to hear that;Tut mir leid das zu hören;Mi dispiace;Het spijt me dat te horen;;0;;;;notification_evening_notdone_title;;;;
1115;{} on {} for {} minutes.;{} am {} für {} Minuten.;{} di {} per {} minuti.;{} op {} voor {} minuten.;;0;;;;goalinfo_activity_days;;;;
1116;Hey, I have some short questions for you: Think about all the vigorous activities that you did in the last 7 days;Hey, ich habe ein paar kurze Fragen: Denk an all die intensiven Aktivitäten, die du in den letzten 7 Tagen durchgeführt hast;Ehi, ho alcune brevi domande per te: negli ultimi 7 giorni, quante volte hai fatto un'attività fisica INTENSA?;Hallo, ik heb een paar korte vragen voor je: Denk eens aan alle krachtige activiteiten die je de afgelopen 7 dagen hebt gedaan;;0;;;;ipaq_title_vigorous;;;;
1117;Vigorous physical activities refer to activities that take hard physical effort and make you breathe much harder than normal like heavy lifting, digging, aerobics, or fast bicycling. Think only about those physical activities that you did for at least 10 minutes at a time.;Intensive körperliche Aktivitäten beziehen sich auf Aktivitäten, die harte körperliche Anstrengung erfordern und dich viel schwerer atmen lassen als normal, z.B. schweres Heben, Graben, Aerobic oder schnelles Radfahren. Inkludiere nur die körperlichen Aktivitäten, die du jeweils mindestens 10 Minuten lang ausgeführt hast.;Per attività fisica INTENSA si intende un'attività che richiede uno sforzo fisico elevato, e che ti costringe a respirare a un ritmo molto più alto del normale (sudi durante questa attività e non puoi parlare).;Krachtige fysieke activiteiten verwijzen naar activiteiten die zware fysieke inspanning vergen en waardoor u veel harder ademt dan normaal, zoals zwaar tillen, graven, aerobics of snel fietsen. Denk alleen aan die fysieke activiteiten die je minstens 10 minuten per keer hebt gedaan.;;0;;;;ipaq_content_vigorous;;;;
1118;Now, think about all the moderate activities that you did in the last 7 days;Denke jetzt an all die moderaten Aktivitäten, die du in den letzten 7 Tagen durchgeführt hast;Ora, pensa a tutte le attività MODERATE che hai svolto negli ultimi 7 giorni.;Denk nu eens aan alle gematigde activiteiten die u de afgelopen 7 dagen hebt gedaan;;0;;;;ipaq_title_moderate;;;;
1119;Moderate activities refer to activities that take moderate physical effort and make you breathe somewhat harder than normal like carrying light loads, bicycling at a regular pace, or doubles tennis. Do not include walking. Think only about those physical activities that you did for at least 10 minutes at a time.;Moderate Aktivitäten beziehen sich auf Aktivitäten, die mäßige körperliche Anstrengung erfordern und das Atmen etwas schwerer als normal machen, z. B. das Tragen leichter Lasten, das regelmäßige Radfahren oder das Doppeltennis. Spazieren gehen zählt nicht dazu. Inkludiere nur die körperlichen Aktivitäten, die du jeweils mindestens 10 Minuten lang ausgeführt hast.;Per attivita’ fisica MODERATA si intende un’attivita’ che richiede uno sforzo fisico lieve, in cui il respiro ha un ritmo solo moderatamente piu’ elevato del normale (durante tale attività non riusciresti a cantare ma sarebbe ancora possibile parlare).;Matige activiteiten verwijzen naar activiteiten die matige fysieke inspanning vereisen en die u in staat stellen iets harder te ademen dan normaal, zoals lichte lasten dragen, fietsen in een gelijkmatig tempo of dubbel tennis. Tel het lopen niet. Denk alleen aan die fysieke activiteiten die u minstens 10 minuten per keer hebt gedaan.;;0;;;;ipaq_content_moderate;;;;
1120;Finally, think about the time you spent walking in the last 7 days.;Denke abschließend an die Zeit, die du in den letzten 7 Tagen mit spazieren gehen verbracht hast.;Infine, pensa al tempo che hai trascorso camminando negli ultimi 7 giorni.;Denk ten slotte na over de tijd die u de afgelopen 7 dagen hebt gelopen.;;0;;;;ipaq_title_walking;;;;
1121;This includes at work and at home, walking to travel from place to place, and any other walking that you have done solely for recreation, sport, exercise, or leisure. Only include days where your walked for at least 10 minutes at a time.;Dies inkludiert bei der Arbeit und zu Hause und jedes andere Gehen, das du ausschließlich zur Erholung, zum Sport, zur Bewegung oder zur Freizeitgestaltung unternommen hast. Schließe nur Tage ein, an denen du jeweils mindestens 10 Minuten gegangen bist.;Considera le camminate compiute al lavoro e a casa, quelle per spostarsi da un posto ad un altro ed ogni altra camminata che ti e’ capitato di fare per piacere, esercizio o sport.;Dit omvat op het werk en thuis, wandelen om van de ene plaats naar de andere plaats te reizen, en elke andere vorm van wandelen die u uitsluitend hebt gemaakt voor recreatie, sport, lichaamsbeweging of vrije tijd. Voeg alleen dagen toe waarop u ten minste 10 minuten achter elkaar heeft gelopen.;;0;;;;ipaq_content_walking;;;;
1122;Your goal for next week will be the same as last week. Does that sound reasonable to you?;Dein Ziel für die nächste Woche ist das selbe wie letzte Woche. Klingt das vernünftig für dich?;Il tuo obiettivo per la prossima settimana sarà lo stesso della settimana scorsa. Ti sembra appropriato?;Je doel voor volgende week is hetzelfde als vorige week. Vind je dat redelijk?;;0;;;;notification_goal_stay;;;;
1123;Another week is over;Eine weitere Woche ist vorüber;Un'altra settimana è finita;Weer een week voorbij;;0;;;;notification_goal_title;;;;
1124;increase;Erhöhung;Aumentare;Toename;;0;;;;increase;;;;
1125;decrease;Verminderung;Diminuire;Verminderen;;0;;;;decrease;;;;
1126;There is an upcoming event;Es gibt eine bevorstehende Veranstaltung;C'è un evento imminente;Er komt een evenement aan;;0;;;;notification_morning_title;;;;
1127;Hey, please answer these short questions. ;Hallo, bitte beantworte kurz diese Fragen;Ehi, per favore rispondi a queste brevi domande.;Hé, beantwoord deze korte vragen alsjeblieft.;;0;;;;mpam_title;;;;
1128;Can you tell me why you wish to engage in physical activity?;Kannst du mir sagen warum du dich körperlich mehr bewegen willst? ;Puoi dirmi perché desideri dedicarti all'attività fisica?;Kunt u mij vertellen waarom u aan lichaamsbeweging wilt doen?;;0;;;;mpam_content;;;;
1129; For your first week I give you {} credits so you get to know the system and don't overdo it. ;Für deine erste Woche gebe ich dir {} Credits, damit du das System kennenlernst und es nicht übertreibst.;Per la tua prima settimana hai {} crediti in modo da conoscere il sistema e non esagerare.;Voor je eerste week geef ik je {} punten zodat je het systeem leert kennen en het niet overdrijft.;;0;;;;ipaq_credits;;;;
1130;Dancing is a good way to improve endurance, coordination and balance to the accompaniment of music. The choice of dance form allows for moderate to strenuous intensity.;Tanzen ist eine gute Möglichkeit um die Ausdauer, Koordination und das Gleichgewicht in Begleitung von Musik zu verbessern. Durch die Auswahl der Tanzform ist eine moderate bis anstrengende Intensität möglich. ;La danza è innanzi tutto un arte che si esprime nel movimento, che può essere coreografato o libero e improvvisto. E' anche un buon modo per migliorare la resistenza, la coordinazione e l'equilibrio, accompagnati alla musica. La scelta del tipo di danza permette la modulazione dello sforzo, da moderato a piu intenso.;Dansen is een goede manier om uithoudingsvermogen, coördinatie en evenwicht te verbeteren met behulp van muziek. De keuze van dansvorm maakt matige tot zware intensiteit mogelijk.;;0;;;;;dancing;description;;
1131;Dancing can be adapted individually and is therefore suitable for everyone. The whole body and memory are challenged through coordinated movement to music and memorising step sequences.;Das Tanzen kann individuell angepasst werden und ist somit für jeden geeignet. Durch das koordinierte Bewegen zur Musik und das merken von Schrittfolgen werden der ganze Körper und das Gedächtnis gefordert.;La danza si può adattare a tutti. Sia il corpo che la mente sono coinvolti attraverso la coordinazione dei movimenti, la musica e la memorizzazione delle sequenze coreografiche.;Dansen kan individueel worden aangepast en is daarom voor iedereen geschikt. Het hele lichaam en het geheugen worden uitgedaagd door gecoördineerde bewegingen op muziek en het onthouden van passen.;;0;;;;;dancing;advantage;;
1132;There may be movements that you should either avoid or adapt for yourself. Depending on the dance style, there may be fast movements or movements at the limits of mobility (e.g. hips, spine). Always stay within the limits of your own possibilities and make sure you are pain-free. Dancing should also be fun;Es können Bewegungen vorkommen, die man entweder meiden oder für sich anpassen soll. Je nach Tanzstil können schnelle oder Bewegungen an der Grenze der Beweglichkeit (z.B.: Hüfte, Wirbelsäule) vorkommen. Bleiben Sie hier immer im Rahmen der eigenen Möglichkeiten und achten sie auf Schmerzfreiheit. Tanzen soll auch Spaß machen.;Ballare dovrebbe essere soprattutto divertente! Se ci sono dei movimenti troppo rapidi o che coinvolgono zone del tuo corpo particolarmente sensibili (ad esempio la colonna vertebrale o i fianchi), adattali alle tue possibilità e assicurati di non provare dolore.;Sommige bewegingen kun je misschien beter vermijden of aanpassen voor jezelf. Afhankelijk van de dansstijl kunnen er snelle bewegingen zijn of heel kleine bewegingen (bijv. heupen, ruggengraat). Blijf altijd binnen de grenzen van je eigen kunnen en zorg dat je geen pijn hebt. Dansen zou ook leuk moeten zijn.;;0;;;;;dancing;warning;;
1133;Get instruction from professionals (e.g. at dance school, online dance classes) if you are a dance novice. Step sequences are easier to learn this way.;Anleitung von Profis holen (z.B. in der Tanzschule, in online-Tanzkursen) wenn Sie Tanzneuling sind. Schrittfolgen sind so einfacher zu lernen. ;Se sei un principiante, rivolgiti a professionisti di questo settore e alle scuole di danza della tua zona. Le sequenze di passi sono più facili da imparare in questo modo. Potresti cercare anche delle lezioni on-line, come quelle qui sotto o di altro tipo, in base ai tuoi gusti. Esistono tantissimi tipi di danza, individuali, di coppia e di gruppo: https://it.wikipedia.org/wiki/Danza ;Volg lessen van professionals (bijv. via een dansschool, online danslessen) als dansen nieuw voor je is. Op deze manier zijn passen makkelijker te leren.;;0;;;;;dancing;bullet point;https://www.youtube.com/watch?v=F7DXI3Qpixo https://www.youtube.com/watch?v=wDDo8Bwr6Pw https://www.youtube.com/watch?v=OJ0utuipHTc https://www.youtube.com/watch?v=k3ikXT9Dwi8 https://www.youtube.com/watch?v=vJpgjsOr6hk ;https://www.youtube.com/watch?v=pYnEyxSqpaQ
1134;If it should not be a specific dance, it is also possible to simply dance freely to your favorite music.;Wenn es kein bestimmter Tanz sein soll, ist es auch möglich, einfach frei zur Lieblingsmusik zu tanzen.;Non devi per forza scegliere una danza specifica, puoi anche ballare liberamente sulla tua musica preferita.;Als het geen specifieke dans hoeft te zijn, is het ook mogelijk om gewoon vrij te dansen op je favoriete muziek.;;0;;;;;dancing;bullet point;;
1135;Choose suitable footwear and clothing. Shoes should be the right size and not too slippery. Clothing should allow movement well.;Geeignetes Schuhwerk und entsprechende Kleidung wählen. Die Schuhe sollten die passende Größe haben und nicht zu rutschig sein. Die Kleidung sollte Bewegungen gut zulassen.;Scegli calzature e abbigliamento adatti. Alcuni balli si fanno anche senza scarpe, oppure le scarpe dovrebbero essere della misura giusta e non troppo scivolose. Indossa abiti comodi, di tessuto elasticizzato e traspiarnte.;Kies geschikt schoeisel en geschikte kleding. Schoenen moeten de juiste maat hebben en een niet te gladde zool. In de kleding moet je goed kunnen bewegen.;;0;;;;;dancing;bullet point;;
1136;Make sure you have enough space and a suitable floor. Remove tripping hazards in advance, e.g. carpets, armchairs, and make sure that you have sufficient freedom of movement. Watch out for corners on furniture.;Auf genügend Platz und geeigneten Boden achten. Entfernen Sie vorab Stolperfallen wie z.B. Teppiche, Sessel und achten Sie darauf, dass Sie genügen Bewegungsfreiheit haben. Achtung vor Ecken bei Möbelstücken.;Se sei in casa, assicurati di avere abbastanza spazio e un pavimento adatto. Prima di iniziare, elimina i rischi di inciampo, come tappeti e poltrone. Fai attenzione agli spigoli dei mobili. La libertà di movimento è importante.;Zorg dat je genoeg ruimte hebt en een geschikte ondergrond. Haal van tevoren dingen weg waardoor je zou kunnen struikelen, bijv. vloerkleedjes, leunstoelen, en zorg dat je voldoende vrij kunt bewegen. Kijk uit voor hoeken van meubilair.;;0;;;;;dancing;bullet point;;
1137;The everyday movement of sweeping/vacuuming engages the back, arm, shoulder, torso and leg muscles and, depending on the duration, stimulates the cardiovascular system.;Bei der Alltäglichen Bewegung dem Kehren/Staubsaugen werden die Rücken-, Arm-, Schulter, Rumpf- und Beinmuskulatur beansprucht und je nach Dauer das Herz-Kreislaufsystem angeregt.;Il movimento quotidiano di spazzare i pavimenti o aspirare la polvere, coinvolge i muscoli della schiena, delle braccia, delle spalle, del busto e delle gambe e, a seconda della durata, stimola il sistema cardiovascolare.;Bij de alledaagse beweging van vegen/stofzuigen gebruik je de spieren van je rug, armen, schouders, torso en benen, en afhankelijk van de duur stimuleert het het cardiovasculaire systeem.;;0;;;;;vacuum;description;;
1138;If the handle length is well adjusted, it is a smooth movement that gently exercises the whole body.The optimal handle length depends on the body size and should be chosen so that a strongly bent forward posture is not necessary.;Wenn die Stillänge gut eingestellt ist, ist es eine schonende Bewegung, bei der man den ganzen Körper sanft trainiert. Die optimale Stillänge richtet sich nach der Körpergröße und sollte so gewählt werden, dass keine stark vorgebeugte Haltung notwendig ist.;Se la lunghezza del manico è ben regolata, si tratta di un movimento fluido che esercita delicatamente tutto il corpo. La lunghezza ottimale del manico dipende dalle dimensioni del corpo e dovrebbe essere scelta in modo che non sia necessaria una postura fortemente piegata in avanti.;Als de lengte van de handgreep goed is ingesteld, is het een vloeiende beweging waarmee het hele lichaam een lichte training krijgt. De optimale lengte van de handgreep hangt af van de lichaamslengte en moet zo worden gekozen dat sterk vooroverbuigen niet nodig is.;;0;;;;;vacuum;advantage;;
1139;The handle should not be too short in order to avoid a too strongly bent forward posture and thus to prevent an overstraining of the back muscles.;Der Stil sollte nicht zu kurz sein um eine zu stark vorgebeugte Haltung zu vermeiden und somit eine Überbeanspruchung der Rückenmuskulatur vorzubeugen.  ;L'impugnatura non deve essere troppo corta per evitare una postura troppo piegata in avanti e quindi un sovraccarico dei muscoli della schiena.;De lengte van de handgreep moet niet te kort zijn, om een sterk voorovergebogen houding te vermijden en daarmee overbelasting van de rugspieren te voorkomen.;;0;;;;;vacuum;warning;;
1140;A height-adjustable handle is optimal.;Optimal ist ein höhenverstellbarer Stil.;La cosa migliore è avere un attrezzo regolabile in lunghezza.;Een handgreep waarvan de lengte kan worden aangepast is ideaal.;;0;;;;;vacuum;bullet point;;
1141;Due to the general cleaning in the household many different movements occur. You have to stretch, bend, carry/lift something, turn and much more.;Durch das allgemeine Putzen im Haushalt kommen sehr viele verschiedene Bewegungen vor. Man muss sich strecken, beugen, etwas tragen/heben, drehen u.v.m. ;Generalmente, quando fai le pulizie in casa, sperimenti molti movimenti diversi: devi allungare, piegare, trasportare o sollevare qualcosa, girare e molto altro ancora.;Bij het schoonmaken van je huis maak je allerlei verschillende bewegingen. Je moet je uitrekken, buigen, iets dragen/optillen, je omdraaien en veel meer.;;0;;;;;clean;description;;
1142;It is the whole body in motion and the muscles and cardiovascular system is stimulated after a duration from about 10 minutes of continuous activity. You can adjust each movement at its own pace and intensity.;Es ist der ganze Körper in Bewegung und die Muskulatur und das Herz-Kreislaufsystem wird nach einer Dauer ab ca. 10 Minuten durchgehender Tätigkeit angeregt. Man kann jede Bewegung in seinem eigenen Tempo und Intensität anpassen.;Tutto il corpo è in movimento. La muscolatura e il sistema cardiovascolare vengono stimolati dopo una durata di circa 10 minuti di attività continua. Puoi regolare ogni movimento secondo il tuo ritmo e intensità.;Het brengt het hele lichaam in beweging en de spieren en cardiovasculaire systeem wordt gestimuleerd na ongeveer 10 minuten van onophoudelijke activiteit. Je kunt elke beweging aanpassen wat betreft snelheid en intensiteit.;;0;;;;;clean;advantage;;
1143;Be sure to move in a way that is appropriate for your back. e.g., keep your back straight when leaning forward or lifting something off the floor.;Achten Sie auf rückengerechtes Bewegen. z.B. Rücken gerade halten, wenn man sich nach vorne beugt oder etwas vom Boden hebt.;Assicurati di muoverti in modo corretto e sicuro. Ad esempio, tieni la schiena dritta quando ti pieghi in avanti o sollevi qualcosa dal pavimento.;Zorg dat je beweegt op een manier die geschikt is voor je rug, bijv.: hou je rug recht als je naar voren buigt of iets van de vloer tilt.;;0;;;;;clean;warning;;
1144;Use appropriate utensils for the given activity, which will help you to make it easier (e.g.: style extension when cleaning windows, sturdy ladder).; Verwende entsprechende Utensilien für die jeweilige Tätigkeit, die dir dabei helfen diese zu erleichtern (z.B.: Stilverlängerung beim Fensterputzen, stabile Leiter);Utilizza gli strumenti adeguati, che ti aiuteranno a rendere le pulizie più facili (ad esempio, una bacchetta allunagabile per la pulizia delle finestre, una scala robusta, un aspirapolvere senza fili, e così via).;Gebruik bij de betreffende activiteit geschikte hulpmiddelen die het makkelijker voor je maken (bijv. uitschuifbare steel bij ramen wassen, stevige trapleer).;;0;;;;;clean;bullet point;;
1145;Pay attention to adapted pace;Auf angepasstes Tempo achten;Tieni un ritmo adatto a te. A volte puoi prenderlo come un gioco, ed ascoltare la musica mentre fai le pulizie!;Let op dat je het tempo aanpast.;;0;;;;;clean;bullet point;https://www.youtube.com/watch?v=Z3w5gVM_4y8 https://www.youtube.com/watch?v=rY0WxgSXdEE ;
1146;Avoid jerky and too fast movements;Ruckartige und zu schnelle Bewegungen vermeiden;Evita movimenti scattosi o troppo veloci.;Vermijd schokkerige en te snelle bewegingen.;;0;;;;;clean;bullet point;;
1147;Dishwashing is a gentle way to exercise the core and upper body muscles.;Das Geschirrspülen ist eine sanfte Methode die Rumpfmuskulatur und die Oberkörpermuskulatur zu trainieren. ;Lavare i piatti è un modo delicato per esercitare i muscoli centrali e della parte superiore del corpo.;Afwassen is een rustige manier om de spieren van je core en bovenlichaam te trainen.;;0;;;;;do dishes;description;;
1148;The slightly forward-leaning posture and lateral movement/rotation in the torso and lifting dishes of varying weights in the lead position is gentle on the torso muscles and upper body muscles.;Die leicht vorgeneigte Haltung und das seitliche Bewegen/drehen im Rumpf und das Heben von verschieden schwerem Geschirr in der Vorhaltepositon ist die Rumpfmuskulatur und die Oberkörpermuskulatur sanft beansprucht.;La postura leggermente inclinata in avanti, il movimento di rotazione laterale del busto e il sollevamento di piatti di pesi variabili, sollecitano delicatamente i muscoli del busto e della parte superiore del corpo.;De licht voorovergebogen houding, zijwaartse beweging/rotatie van de romp en het optillen van vaat van verschillende zwaarte is niet belastend voor de spieren van de romp en het bovenlichaam.;;0;;;;;do dishes;advantage;;
1149;When washing dishes for a longer period of time, switch to the upright position to relieve the back muscles.;Bei längerem Geschirrspülen auch mal zwischen durch in die aufrechte Position wechseln um die Rückenmuskulatur zu entlasten.;Se si lavano i piatti per un periodo di tempo più lungo, si consiglia di assumere una posizione eretta e più comoda, per alleviare i muscoli della schiena.;Als je langere tijd afwast, ga dan goed rechtop staan om de rugspieren te ontlasten.;;0;;;;;do dishes;warning;;
1150;Wear gloves with aggressive detergents to avoid skin irritation;Bei aggressiven Waschmittel Handschuhe tragen um eine Hautreizung zu vermeiden;Indossare guanti per evitare irritazioni alla pelle, che possono essere causate dai detersivi.;Draag handschoenen bij agressieve schoonmaakmiddelen om huidirritatie te vermijden.;;0;;;;;do dishes;bullet point;;
1151;Caution with too hot water;Vorsicht mit zu heißem Wasser;Regola la temperatura dell'acqua.;Pas op met te heet water.;;0;;;;;do dishes;bullet point;;
1152;Be careful with knives and sharp objects;Acht geben bei Messern und scharfen Gegenständen;Fai attenzione ai coltelli e agli oggetti appuntiti.;Wees voorzichtig met messen en scherpe voorwerpen.;;0;;;;;do dishes;bullet point;;
1153;Ironing allows light movements of the trunk and upper body muscles. This mobilizes the joints and maintains mobility in the moving segments.;Das Bügeln ermöglicht leichte Bewegungen der Rumpf- und Oberkörpermuskulatur. Dadurch werden die Gelenke mobilisiert und die Beweglichkeit in den bewegten Segmenten erhalten.;Stirare comporta leggeri movimenti del tronco e della parte superiore del corpo, sollecitando le articolazioni e mantenendo la loro mobilità e flessibilità.;Bij strijken maak je lichte bewegingen met de spieren van de romp en het bovenlichaam. Dit maakt de gewrichten los en houdt de bewegende onderdelen mobiel.;;0;;;;;ironing;description;;
1154;If you take your timet, it can also be very relaxing.;Wenn man sich Zeit nimmt und lässt kann es auch sehr entspannend sein.;Se lo fai con calma, può essere anche molto rilassante.;Als je er de tijd voor neemt, kan het ook heel ontspannend zijn.;;0;;;;;ironing;advantage;;
1155;Adapt the duration to your physical conditions.;Passe die Dauer an deine körperlichen Voraussetzungen an.;Adatta la durata dell'attività, alle tue condizioni fisiche.;Pas de duur aan je lichamelijke gezondheid aan.;;0;;;;;ironing;warning;;
1156;Use a stable and height-adjustable ironing board to be able to set the optimal height (waist-high).;Verwende ein stabiles und höhenverstellbares Bügelbrett die optimale Höhe (hüfthoch) einstellen zu können.;Utilizza un asse da stiro stabile e di altezza regolabile. Quella ottimale è all'altezza della vita. Anche un gradino per appoggiare un piede o l'altro, è utile per dosare il peso e non incorrere in problemi alla schiena.;Gebruik een stevige strijkplank waarvan je de hoogte kunt aanpassen zodat je hem op de optimale hoogte kunt zetten (heuphoogte).;;0;;;;;ironing;bullet point;;
1157;Mowing the lawn is a great way to get out in the fresh air and exercise your legs and upper body by walking and pushing the mower. A measure of stamina is also necessary, as some of the walking is for longer distances.;Rasenmähen ist eine gute Möglichkeit sich in der frischen Luft zu Bewegen und durch das Gehen und Schieben des Mähers die Beine und den Oberkörper zu trainieren. Es ist auch ein Maß an Ausdauer notwendig, da man zum Teil auch längere Gehstrecken zurücklegt;Falciare il prato è un ottimo modo per uscire all'aria aperta ed esercitare sia le gambe che la parte superiore del corpo, camminando e spingendo il tagliaerba. È necessaria anche una misura di resistenza, poiché parte del cammino è per distanze più lunghe.;Het gras maaien is een geweldige manier om buiten in de frisse lucht te komen en je benen en bovenlichaam te trainen door te lopen en de maaier te duwen. Een beetje uithoudingsvermogen is ook nodig, aangezien je soms langere afstanden loopt.;;0;;;;;mow lawn;description;;
1158;The lawn mower can be a support for walking. You can support yourself a little and hold on, this gives security when walking.;Der Rasenmäher kann eine Unterstützung für das Gehen sein. Man kann sich ein wenig abstützen und festhalten, das gibt Sicherheit beim Gehen.;Il tagliaerba può essere un supporto per camminare. Puoi sostenerti un pò e tenere duro, questo dà sicurezza quando cammini. Ci sono molti tipi di tosaerba, e qui troverai dei consigli per scegliere quello più adatto a te: https://consigli.manomano.it/come-scegliere-un-tosaerba-n3907 ;De grasmaaier kan een hulpmiddel zijn bij het lopen. Je kunt jezelf een beetje ondersteunen en vasthouden, wat een veiliger gevoel geeft bij het lopen.;;0;;;;;mow lawn;advantage;;
1159;It can be slippery when the grass is wet.;Bei nassem Rasen kann es rutschig sein.;Può essere scivoloso, quando l'erba è bagnata.;Het kan glad zijn als het gras nat is.;;0;;;;;mow lawn;warning;;
1160;Choose sturdy footwear with a non-slip sole to avoid slipping;Festes Schuhwerk mit einer griffigen Sohle wählen um Rutschgefahr zu vermeiden;Scegli calzature robuste con suola antiscivolo.;Kies stevig schoeisel met antislipzolen om uitglijden te vermijden.;;0;;;;;mow lawn;bullet point;;
1161;Remember to use sunscreen when in the sun a lot (an average skin type can stay in the sun for about 3 hours with a sun protection factor of 10).; Bei viel Sonnenschein auf Sonnenschutzcreme denken (ein mittlerer Hauttyp kann mit einem Sonnenschutzfaktor 10 ca. 3 Stunden in der Sonne bleiben.);Ricorda di usare la protezione solare, se sei molto esposto al sole (un tipo di pelle medio può rimanere al sole per circa 3 ore con un fattore di protezione solare di 10).;Let op dat je zonnebrandcrème gebruikt als je veel in de zon bent (een gemiddeld huidtype kan ongeveer 3 uur in de zon blijven met een beschermingsfactor 10).;;0;;;;;mow lawn;bullet point;;
1162;Have lawn mower inspected regularly.;Rasenmäher regelmäßig überprüfen lassen.;Fai controllare regolarmente il tagliaerba.;Laat je grasmaaier regelmatig nakijken.;;0;;;;;mow lawn;bullet point;;
1163;Remove stones in the lawn beforehand;Steine im Rasen vorher entfernen;Prima di iniziare, togli le pietre e i sassi più grossi dal prato.;Haal van tevoren stenen weg van het gazon.;;0;;;;;mow lawn;bullet point;;
1164;A wide variety of movements occur in gardening and it can vary from very light to very intense. Starting from watering flowers to digging holes for new trees, everything is possible. Thus, depending on the choice of work, the whole body and endurance is trained.;In der Gartenarbeit kommen sehr vielfältige Bewegungen vor und es kann von sehr leichter bis sehr intensiver Belastung schwanken. Angefangen von Blumen gießen bis zum Ausschaufeln von Löchern für neue Bäume ist alles möglich. Somit wird je nach Wahl der Arbeit der ganze Körper und die Ausdauer trainiert.;Il giardinaggio è un'attività molto soddisfacente. La combinazione di attività fisica, contatto con la natura, stimolazione cognitiva e soddisfazione per il proprio lavoro è in grado di combattere la depressione e favorire il buonumore. Il giardinaggio è anche un grande alleato del sistema cardiovascolare: chinarsi, inginocchiarsi, zappare, seminare, possono essere considerate tutte attività fisiche a intensità moderata, che hanno effetti benefici sul cuore e sulla circolazione.;Bij tuinieren maak je veel verschillende bewegingen die kunnen variëren van heel licht tot heel zwaar. Van de bloemen water geven tot gaten graven voor nieuwe bomen: alles is mogelijk. Kortom, afhankelijk van het werk dat je uitkiest, worden het hele lichaam en het uithoudingsvermogen getraind.;;0;;;;;gardening;description;;
1165;Varied selection of the load. This allows to train all the muscles of the body and the cardiovascular system.;Vielfältige Auswahl der Belastung. Damit können die gesamte Muskulatur des Körpers und das Herz-Kreislaufsystem trainiert werden.;Assicurati di avere tutto il materiale necessario per iniziare! Se non ti organizzi in anticipo, potresti scoraggiarti. Guarda questi tutorial per prendere spunti utili! https://www.portaledelverde.it/blog-giardinaggio/attrezzi-utili-giardinaggio/ ;Varieer in belasting. Zo kun je alle spieren van het lichaam en het cardiovasculaire systeem trainen.;;0;;;;;gardening;advantage;;
1166;Gardening also involves many risks of injury due to the use of various tools. Always use only checked and suitable equipment for gardening.;Die Gartenarbeit birgt auch viele Verletzungsgefahren durch die Verwendung verschiedener Gerätschaften. Verwenden Sie stets nur überprüfte und geeignete Ausrüstung für die Gartenarbeit.;Se hai un giardino, inizia guardando il video qui sotto.;Gebruik altijd alleen gecontroleerde en geschikte hulpmiddelen voor tuinieren. Bij tuinieren kun je gewond raken door verschillende gereedschappen.;;0;;;;;gardening;warning;https://www.youtube.com/watch?v=8ijhnANbMUI;
1167;Have your equipment checked regularly and, if possible, check it yourself before each use.;Lassen sie ihre Gerätschaften regelmäßig überprüfen und kontrollieren Sie, wenn möglich vor jeder Verwendung selber die Funktionstüchtigkeit.;Se vuoi piantare delle piante nel tuo balcone o in terrazzo, prova a trovare ispirazione qui https://www.giardinaggio.it/appartamento/piante-da-terrazzo.asp ;Laat je gereedschappen regelmatig nakijken en controleer ze zo mogelijk zelf voor elk gebruik.;;0;;;;;gardening;bullet point;;
